METAL WOOD OFFICE EQUIPMENT PTE LTD,
MRI TRADING PTE LTD,
MAY TIM IMPORTERS & EXPORTERS PTE LTD,
MARINA BAY SANDS PTE LTD,
MARIX LINE PTE LTD,
MINISTRY OF THE ENVIRONMENT AND WATER RESOURCES,
MOTORWAY CAR RENTALS PTE LTD,
MONTRES CARVEN INTERNATIONAL PTE LTD,
MOH HOLDINGS PTE LTD,
MARKSMAN PTE LTD,
MEGA-TECH AIRCONDITIONING & ENGINEERING PTE LTD,
MAILIST MARKETING ASSOCIATES,
MOHAMED EUNOS & SONS IMPEX PTE LTD,
MATRIX IP COMMS PTE LTD,
MECOMB SINGAPORE LTD (MANUFACTURING OPERATION),
MVI TECHNOLOGIES (S) PTE LTD,
MICROS-FIDELIO SINGAPORE PTE LTD,
MICROCADD OILFIELD ENGINEERING PTE LTD,
MSC-PSA ASIA TERMINAL PTE LTD,
MARIANA EXPRESS LINES PTE LTD,
MARINA MANDARIN SINGAPORE,
MITSUBISHI CORPORATION LT SINGAPORE PTE LTD,
MOTOR-WAY TRADING,
MODERN MONTESSORI INTERNATIONAL PTE LTD,
MONETARY AUTHORITY OF SINGAPORE,
MI HOLDINGS PTE LTD,
MITSA (S) PTE LTD,
MOUNT KAWI PTE LTD,
MINDCHAMPS SINGAPORE PTE LTD,
MECPAC ENGINEERING (S) PTE LTD,
MECTRON ENGINEERING PTE LTD,
MOH SIM WOOD PRODUCTS PTE LTD,
MARICAN & ASSOCIATES,
MAZARS LLP,
METAL COMMERZ PTE LTD,
MOHAN MANAGEMENT CONSULTANTS PTE LTD,www.mmcbizlink.com
MARSH (SINGAPORE) PTE LTD,
MULTRON SYSTEMS PTE LTD,
MILLION ELECTRIC COMPANY (PTE) LIMITED,
MEJGA ENGINEERING TRADING PTE LTD,
MANITOWOC CRANE GROUP ASIA PTE LTD,
MOBILE CRANES ASIA PTE LTD,
MERCK PTE LTD,
McKINSEY & COMPANY SINGAPORE PTE LTD,
MAXIBIT SINGAPORE PTE LTD,
MOOREAST ASIA PTE LTD,
MAXSPID ENTERPRISE PTE LTD,
M+W SINGAPORE PTE LTD,
M1 LIMITED,
MSD INTERNATIONAL GMBH (SINGAPORE BRANCH),
MUREX SOUTHEAST ASIA PTE LTD,
McGRAW-HILL EDUCATION (ASIA),
MRD TECHNOLOGIES PTE LTD,
MULTIBASE CONSTRUCTION PTE LTD,www.multibase.com.sg
MITSUBISHI CATERPILLAR FORKLIFT ASIA PTE LTD,
MITSUI PHENOLS SINGAPORE PTE LTD,
MULTIPLEX CONTROL & ENGINEERING SERVICES PTE LTD,
MANULIFE (SINGAPORE) PTE LTD,
MITSUI-SOKO INTERNATIONAL PTE LTD,
M1 CONNECT PTE LTD,
MODEC OFFSHORE PRODUCTION SYSTEMS (SINGAPORE) PTE LTD,
MHC MEDICAL NETWORK PTE LTD,
MAKITA SINGAPORE PTE LTD,
MFS TECHNOLOGY (S) PTE LTD,
MULTIPLAS APPLICATION PTE LTD,
MILNE INTERNATIONAL PTE LTD,
MAYER MARKETING PTE LTD,
MURATA ELECTRONICS SINGAPORE (PTE) LTD,
MANLEE PACKING & TRANSPORT PTE LTD,
MINDCHAMPS HOLDINGS PTE LTD,
MOI INTERNATIONAL (SINGAPORE) PTE LTD,
MMF TIMBER HUB PRIVATE LIMITED,
MITSUI ELASTOMERS SINGAPORE PTE LTD,
MARINA PROPERTIES PTE LTD,
MIRAGE VIDEO PRODUCTION,
MEDITERRANEAN SHIPPING COMPANY SOUTH EAST ASIA (S) PTE LTD,
MANSTON LAND PTE LTD,
MITSUBISHI CORPORATION,
MUBADALA PETROLEUM (SE ASIA) LTD,
MECHEM CONSULTANCY SERVICES PTE LTD,
MEIBAN GROUP PTE LTD,
MITSUBISHI ELECTRIC ASIA PTE LTD,
MULTITEST ELECTRONIC SYSTEMS (ASIA),
MORGAN STANLEY CAPITAL GROUP (SINGAPORE) PTE,
MENTOR MEDIA PRINTING PTE LTD,
MAXTON INTERNATIONAL PTE LTD,
METAL FINISHING PTE LTD,
MARINA BAY HOTEL PRIVATE LIMITED,
MICRO SEMICONDUCTORS PTE LTD,
MID-AMERICA OVERSEAS (S) PTE LTD,
ML CONSULTING PTE LTD,
MERCEDES-BENZ FINANCIAL SERVICES SINGAPORE LTD,
MARUBENI-ITOCHU TUBULARS ASIA PTE LTD,
MARINE DELIVERY PTE LTD,
MICRON SEMICONDUCTOR ASIA PTE LTD,
MW IMPEX PTE LTD,
MICHAEL KHOO & PARTNERS,
MATERIALS PROVIDENT (MARINE) PTE LTD,
MICRO-TEAM INDUSTRIES (S) PTE LTD,
MECC ALTE (F E) PTE LTD,
MING ENGINEERING,
MATCOR TECHNOLOGY & SERVICES PTE LTD,
MARUBENI SOLUTIONS USA CORPORATION,
MONSUNQUE PTE LTD,www.monsunque.com/1s_iso.htm
MASHGATE MACHINERY SERVICES,
MARCOM RESOURCE SERVICES,
MEIKI PLASTIC INDUSTRIES CO (PTE) LTD,
MOUNT FABER LEISURE GROUP PTE LTD,
MANITOU ASIA PTE LTD,
MIDWEST WORLDWIDE MOVERS PTE LTD,
MSD ENGINEERING PTE LTD,
MARINA OFFSHORE PTE LTD,
MARINA COUNTRY CLUB PTE LTD,
M B MELWANI PTE LTD,
MBS HOLDINGS PTE LTD,
MAERSK DRILLING HOLDINGS SINGAPORE PTE LTD,
MIRACH ENERGY LIMITED,
MARUBENI ASEAN PTE LTD,
MOVICRAFT SIGN SYSTEMS (S) PTE LTD,
MICHAEL JAMES CONSULTING PTE LTD,
MUJI GLOBAL SOURCING PTE LTD,
MOUNT ELIZABETH HOSPITAL,
MILLIARD PTE LTD,
MAXGROW PTE LTD,
MA KUANG CHINESE MEDICINE & RESEARCH CENTRE PTE LTD,
McDONALD'S RESTAURANTS PTE LTD,
MILLWORK PTE LTD,
MASSTRON PTE LTD,
MOTION SMITH,
MARUBENI INTERNATIONAL COMMODITIES (S) PTE LTD,
MARITIMA ALLIED PTE LTD,
MPH DISTRIBUTORS (S) PTE LTD,www.mph.com.sg
MARK GROW ENGINEERING PTE LTD,
MOVING STAR - EXPRESS,
MOHAMED MUSTAFA AND SAMSUDDIN CO PTE LTD,
MITSUBOSHI OVERSEAS HEADQUARTERS PTE LTD,
MEKATRADE ASIA PTE LTD,
MARRISON HOTEL,www.marrisonhotel.com
MSN SHIPPING AGENCIES PTE LTD,www.msnshipping.com.sg
MIRI TRADING PTE LTD,
METALPLAS ENGINEERING PTE LTD,
MUSIM MAS HOLDINGS PTE LTD,
MICROMASTER PTE LTD,
MULTIBIS (SINGAPORE) PTE LTD,
MOTION BEARINGS PTE LTD,
MURCIELAGO MARINE PTE LTD,
MARKWELL INTERNATIONAL TRAINING CONSULTANTS,
MINISTRY OF LAW,
MJ. PRECISION TOOLS PTE LTD,
MULTI JOINT PTE LTD,
MEP SINGAPORE PTE LTD,
METAL MACHINES ENGINEERING SERVICES PTE LTD,
MEGA LASER SUPPORT PRIVATE LIMITED,
MENG HENG GLASS (PTE) LTD,
MULTI IMAGE PTE LTD,
McCANN WORLDGROUP (SINGAPORE) PTE LTD,
MALKIN & MAXWELL LLP,
MATTHEWS INTERNATIONAL CORPORATION (ASIA) PTE LTD,
MINISTRY OF DEFENCE,
MEDI-RAD ASSOCIATES PTE LTD,
MARSHALL CAVENDISH EDUCATION PTE LTD,
MASINDO MOTOR TRADING PTE LTD,
MULTIMEDIA INTEGRATED (S) PTE LTD,
MATEX INTERNATIONAL LTD,
MEI HEONG YUEN FOOD INDUSTRIES (PTE) LTD,
MANFIELD EMPLOYMENT SERVICES PTE LTD,
MALAFON ELECTRONIC PTE LTD,
MNR TECHNOLOGY PTE LTD,
MINISTRY OF TRADE AND INDUSTRY,
MICRO-AIR ENGINEERING PTE LTD,
MJ INVEST PTE LTD,
MARIGON NAUTICAL CONSULTANTS PTE LTD,www.marigon.com
M & F INDUSTRIAL (S) PTE LTD,
MEGAPORTS AGENCIES PTE LTD,
MEDIATEK SINGAPORE PTE LTD,
MSIG INSURANCE (SINGAPORE) PTE LTD,
MARUBENI INTERNATIONAL PETROLEUM (S) PTE LTD,
MARUNDA UTAMA ENGINEERING PTE LTD,
MINISTRY OF TRANSPORT,
MAEDA SYNTHESIS PTE LTD,
MEIJI SEIKA (S) PTE LTD,
MARUBENI GRAIN & OILSEEDS TRADING ASIA PTE LTD,
MDR LIMITED,
MIZUHO BANK LTD,
MILLENNIUM & COPTHORNE INTERNATIONAL LIMITED,
MECOMB SINGAPORE LTD,
MAINLAND ENGINEERING PTE LTD,www.mainland.com.sg
MIDPOINT PROPERTIES LIMITED,
MERDEKA CONSTRUCTION CO PTE LTD,
MEDIACORP TECHNOLOGIES PTE LTD,
MANUFACTURING INTEGRATION TECHNOLOGY LTD,
MARSHALL CAVENDISH INTERNATIONAL (ASIA) PRIVATE LTD,
MICHAEL PAGE INTERNATIONAL PTE LTD,
MITSUBISHI ELEVATOR (SINGAPORE) PTE LTD,
MEGAMARK SYSTEMS (FE) PTE LTD,
MICROCIRCUIT SYSTEMS PTE LTD,
MAC-NELS LINE (S) PTE LTD,
M-COM ASIA PTE LTD,
MUM'S KITCHEN,
MORRISON EXPRESS LOGISTICS PTE LTD,
MAKINO ASIA PTE LTD,
MMI ASIA PTE LTD,
MOTORWAY CAR CARE CENTRE PTE LTD,
MILLENIA PRIVATE LIMITED,
MST GOLF (SINGAPORE) PTE LTD,
MERDEKA AUDIO PTE LTD,
MIT TECHNOLOGIES PTE LTD,
MIYOSHI PRECISION LTD,
MATSUSHITA GREATWALL CORPORATION PTE LTD,
M-DEC ENTERPRISE PTE LTD,
MINDTRAC (S) PTE LTD,
MIRCHANDANI & PARTNERS,
MISA TRAVEL PTE LTD,
MONTREAL PTE LTD,
MITSUBISHI UFJ TRUST AND BANKING CORPORATION,
MYJET ASIA PTE LTD,
MEQUITY TWO PTE LTD,
MEGAGOAL PTE LTD,
MAX KOI FARM,
MARKONO HOLDINGS PTE LTD,
MAGNIFICENT SEVEN CORPORATION PTE LTD,
MEGA INTERNATIONAL COMMERCIAL BANK CO LTD,
MICRONCLEAN SINGAPORE PTE LTD,
MENG YEOW CONSTRUCTION PTE LTD,
MAJESTIC TRAVEL (PRIVATE) LIMITED,
MOL LOGISTICS (SINGAPORE) PTE LTD,
MC2 PTE LTD,
ML CHEMIE INDUSTRIES PTE LTD,
MINISTRY OF MANPOWER,
MAPLETREE INVESTMENTS PTE LTD,
MULTICO TERRA RESOURCES PTE LTD,
MANILA FURNISHING,
MOPI PTE LTD,
MBS SHIPPING PTE LTD,
MOK LEE BAKERY MACHINERY PTE LTD,
MICROSOFT OPERATIONS PTE LTD,
MARUBENI-ITOCHU STEEL PTE LTD,
MEIKO BUILDING MATERIALS SUPPLIER (S) PTE LTD,
MAYBANK (MALAYAN BANKING BERHAD),
METROPOLITAN MACHINERY PTE LTD,
MERCK SHARP & DOHME (I.A.) CORP,
MES & JPD HOUSING PTE LTD,
MORGAN STANLEY ASIA (SINGAPORE) PTE.,
MEGGITT AEROSPACE ASIA PACIFIC PTE LTD,
MANDATE COMMUNICATIOS (S) PTE LTD,
MICHAEL BB ONG & CO,
MEIDEN SINGAPORE PTE LTD,
MURAMOTO ASIA PTE LTD,
MORGAN STANLEY INVESTMENT MANAGEMENT COMPANY,
MG SOLUTION CONTAINER ENGINEERING SPECIALIST AND TRADING,www.mgsolution.com.sg
MAZDA PLASTIC FACTORY PTE LTD,
METRO PLASTIC INDUSTRY PTE LTD,
MGI MENON & ASSOCIATES,
MEDIATRON ADVERTISING PTE LTD,
MARUBENI CHEMICAL ASIA PACIFIC PTE LTD,
MYHILL PROPERTIES PTE LIMITED,
MULTICABLE MANUFACTURING (S) PTE LTD,
MAYBANK KIM ENG HOLDINGS LTD,
MAXELL ASIA (S) PTE LTD,
MERO ASIA PACIFIC PTE LTD,
MURAKAMI SCREEN (S) PTE LTD,
M&G CONTRACTS (S) PTE LTD,
MOVIELINK (SINGAPORE) PTE LTD,
MAKINO RESOURCE DEVELOPMENT PTE LTD,
MHC ASIA GROUP PTE LTD,
M-I DRILLING FLUIDS (SINGAPORE) PTE LTD,
MCL LAND LIMITED,
MULTICO POWER DRIVE PTE LTD,
MERX CONSTRUCTION MANAGEMENT (MCM) PTE LTD,
MARKSERV (F E) PTE LTD,
MATRIX BHARAT PTE LTD,
MINISTRY OF HEALTH,
MICROWAVE PACKAGING (S) PTE LTD,
MIZAM (PTE) LTD,
METALOR TECHNOLOGIES SINGAPORE PTE LTD,
MOL (SINGAPORE) PTE LTD,
MANPOWER INC (S'PORE BRANCH),
MARCO POLO MARINE LTD,
MAGNETIC SCREEN PTE LTD,www.magneticscreen.com.sg
MARBLESTONE PRODUCTS SINGAPORE,
METSO SINGAPORE PTE LTD,
MHE-DEMAG (S) PTE LTD,
MAGNUM SPIRITS & WINE PTE LTD,
MEDIACORP TV SINGAPORE PTE LTD,
MSM SATELLITE (SINGAPORE) PTE LTD,
MITSUI O.S.K. LINES (S E A) PTE LTD,
MABUCHI (S) PTE LTD,
MARVEL WAY PTE LTD,
MOEY & YUEN,
MULCD (S) PTE LTD,
MARSHALL CAVENDISH BUSINESS INFORMATION PTE LTD,
MIMI OH & ASSOCIATES,
MOH SENG BUCK KEE PTE LTD,
METROLOGIC ASIA (PTE) LTD,
MAYBEV PTE LTD,
"MANDARIN ORIENTAL, SINGAPORE",
MANN EQUIPMENT PTE LTD,
MULTICENTURY IMPORT & EXPORT (S) PTE LTD,
MERCANTILE CORPORATION (PTE) LTD,
METRO PARKING (S) PTE LTD,
METAL COMPONENT ENGINEERING LIMITED,
MEWAH COMMODITIES PTE LTD,
MOBILEEDGE ASIA PACIFIC (S) PTE LTD,
MENTOR GRAPHICS ASIA PTE LTD,
MARKET PROBE ASIA-PACIFIC PTE LTD,
MOHAN CORPORATE SERVICES,www.mmcbizlink.com
MUSIC GROUP SERVICES SG (PTE) LTD,
MALAYSIA DAIRY INDUSTRIES PTE LTD,
MEDIALINK PRINTING SERVICES PTE LTD,
MULTICO EQUIPMENT & PARTS PTE LTD,
MCQUEST INTERNATIONAL PTE LTD,
MEIBAN MICRO PTE LTD,
MUN HEAN SINGAPORE PTE LTD,
MORI SEIKI SINGAPORE PTE LTD,
MUSIC DISTRIBUTORS (S) PTE LTD,
MACQUARIE CAPITAL SECURITIES (SINGAPORE) PTE LTD,
MAERSK TANKERS SINGAPORE PTE LTD,
MAHADI ABU BAKAR & PARTNERS,
MAJ AVIATION PTE LTD,
M3 MARINE GROUP PTE LTD,
MEDIACORP PTE LTD,
MOLEX S'PORE PTE LTD,
MINISTRY OF FOREIGN AFFAIRS,
MELLON COMMERCIAL PTE LTD,
MENTRADE MARINE ENGINEERING PTE LTD,
MUSTAFA HOLDINGS PTE LTD,
MINISTRY OF EDUCATION,
MING YEE MACHINERY (S) PTE LTD,
MITSUI CHEMICALS ASIA PACIFIC LTD,
MOORE STEPHENS LLP,
MSIS PTE LTD,
MLC MARKETING PTE LTD,
MEGASTRIKE INTERNATIONAL PTE LTD,
MERRILL LYNCH GLOBAL SERVICES PTE LTD,
METRO HOLDING LIMITED,
MARKEM-IMAJE,
MINI ENVIRONMENT SERVICE PTE LTD,
MICRO-MECHANICS (HOLDINGS) LTD,
MP BIOMEDICALS ASIA PACIFIC PTE LTD,
MEGAWAY ENGINEERING & TRADING PTE LTD,
MORGANITE PTE LTD,
MILLENNIUM 3 BUILDING PRODUCTS PTE LTD,www.m3bp.com
MUSTAFA AIR TRAVEL PTE LTD,
MAYA CORPORATION PTE LTD,
MOLDFACTORY PTE LTD,
MICHELIN ASIA (SINGAPORE) CO PTE LTD,
MIN HWA ENVELOPE MANUFACTURERS PTE LTD,
MILLION ADVERTISING & SILK SCREEN PTE LTD,
MARUBUN/ARROW (S) PTE LTD,
MITSUI ENGINEERING & SHIPBUILDING ASIA PTE LTD,
MICROCIRCUIT TECHNOLOGY (S) PTE LTD,
MULTI-BUSINESS PTE LTD,
McDERMOTT ASIA PACIFIC PTE LTD,
MINISTRY OF SOCIAL AND FAMILY DEVELOPMENT,
MAGDACO PACIFIC PTE LTD,
MOBILEAPPVANTAGE PTE LTD,
MALAYAN TRADERS SYNDICATE (PTE) LTD,
MACLAIRE BUILDING PRODUCTS PTE LTD,
MINCO ELECTRONICS PTE LTD,
MM3 SYSTEMS PTE LTD,
MIS BELT CENTRE PTE LTD,
MUHIBBAH TRAVEL-TOURS & TRADING PTE LTD,
MASTER CONTRACT SERVICES PTE LTD,
MAI SIN,
MICROBIT TECHNOLOGY PTE LTD,
MEGA-STEAM ENGRG PTE LTD,
MJI UNIVERSAL PTE LTD,
MSD TUAS SINGAPORE PTE LTD,
MONEY WORLD ASIA PTE LTD,
MENLO WORLDWIDE HOLDINGS ASIA PTE LTD,
MARINA CENTRE HOLDINGS PTE LTD,
MULTI-FINELINE ELECTRONIX SINGAPORE PTE LTD,
MACNICA ASIA PACIFIC PTE LTD,
MRI GROUP PTE LTD,
MAJUKO ENTERPRISE (S) PTE LTD,
MEGAMART TRADING,
MEGA LASER (SINGAPORE) PTE LTD,
MARICO ENGINEERING (S) PTE LTD,
MARINE HYDRAULICS ENGINEERING PTE LTD,
MEWAH OILS & FATS PTE LTD,
MUNGER MACHINE TOOL PTE LTD,
MODEC MANAGEMENT SERVICES PTE LTD,
MONDOBUILD PTE LTD,
MECH-PRODUCT SUPPLIES PTE LTD,
MABUCHI MOTOR (S) PTE LTD,
MOK & TAN,
MOHAN'S CORPORATION PTE LTD,
MARKWELL INTERNATIONAL BUSINESS SERVICES,
MORGAN STANLEY (SINGAPORE) HOLDINGS PTE LTD,
MICROTAC TECHNOLOGY PTE LTD,
MAC-NELS AGENCIES PTE LTD,
MAXIMUM CREDIT CO (PTE) LTD,
MONITORING SOLUTION PROVIDERS PTE LTD,www.mspsystem.com
MERCANTILE PACIFIC ASIA PTE LTD,
McCORMICK INGREDIENTS SOUTHEAST ASIA PTE LTD,
MARTIN & PARTNERS,
MINISTRY OF HOME AFFAIRS,
MPLASTIC ENTERPRISE PTE LTD,www.mplastic.com.sg
M.R.S. MARKETING ALLIANCES PTE LTD,
MITSUI HIGH-TEC (S) PTE LTD,
MAINTECH ENGINEERING & SUPPLIES PTE LTD,
MILLION IND (PTE) LTD,
MESSIER SERVICES ASIA PTE LTD,
MERRILL LYNCH INTERNATIONAL BANK LTD,
MALAYAN MOTORS,
MAYBANK KIM ENG SECURITIES PTE LTD,
MKS CORPORATE INTERIOR (S) PTE LTD,
MEGASTONE HOLDINGS PTE LTD,
MENUMBAR OFFSHORE PTE LTD,
MENG LEONG DEVELOPMENT PTE LTD,
MOHAN HR PTE LTD,www.mmcbizlink.com
MGV ENTERPRISES PTE LTD,
MOHAN BPO SERVICES PTE LTD,www.mmcbizlink.com
MOTOROLA SOLUTIONS SINGAPORE PTE LTD,
MITSUBISHI GAS CHEMICAL SINGAPORE PTE LTD,
MIN LIAN PAWNSHOP PTE LTD,
MODERN-PAK (PTE) LTD,
MINMETALS SOUTH-EAST ASIA CORPORATION PTE LTD,
MOH SENG CRANES PTE LTD,
MEDIACORP VIZPRO INTERNATIONAL PTE LTD,
MICROTRANS ELECTRONIC PTE LTD,
MIDAS ENVIRONMENT BUILDER PTE LTD,
MTQ ENGINEERING PTE LTD,
MONSANTO SINGAPORE CO (PTE) LTD,
MAP PACIFIC PTE LTD,
MICRO MEASUREMENT PTE LTD,
MABANAFT PTE LTD,
MITSUI & CO (ASIA PACIFIC) PTE LTD,
MULTIHEIGHT SCAFFOLDING PTE LTD,
MAYEKAWA SINGAPORE PTE LTD,
MK ELECTRIC (S) PTE LTD,
MICRO FILTRATION TECHNOLOGY PTE LTD,
MEWAH AUTO TRADING PTE LTD,
MATSON PACKAGING SYSTEM PTE LTD,
M.T.M. SHIP MANAGEMENT PTE LTD,
MMI TECHNOLOGIES PTE LTD,
"MITSUBISHI UFJ SECURITIES (SINGAPORE), LIMITED",
MUN SIONG ENGINEERING LIMITED,
MEMTECH INTERNATIONAL LTD,
MASHIN SHOKAI (S) PTE LTD,
MAJU MARITIME PTE LTD,
MAXICON CONTAINER LINE PTE LTD,
M. C. PACKAGING (PTE) LTD,
MARKONO PRINT MEDIA PTE LTD,
MB STAR PTE LTD,
MARCO TEXTILES (S) PTE LTD,
M HOTEL SINGAPORE,
MIRARIAN MARKETING PTE LTD,
MARINA BAY SUITES PTE LTD,
MAURICE LEE & TAN,
MALAYSIA GARMENT MFRS PTE LTD,
MAXSTECH TECHNOLOGY (S) PTE LTD,
MENTOR MEDIA LTD,
MMI HOLDINGS LTD,
MOET HENNESSY ASIA PACIFIC PTE LTD,
METECH RECYCLING (SINGAPORE) PTE LTD,
MERRILL LYNCH (SINGAPORE) PTE LTD,
MAJLIS UGAMA ISLAM SINGAPURA,
MOHAMAD ARMIYA FOOD INDUSTRY PTE LTD,www.halalmeatball.com.sg
MTU ASIA PTE LTD,
MANHATTAN RESOURCES LIMITED,
"MINISTRY OF CULTURE, COMMUNITY AND YOUTH",
MOH SIONG HUAT (PTE) LTD,
McCONNELL DOWELL SOUTH EAST ASIA PTE LTD,
MITSUBISHI PLASTICS ASIA PACIFIC PTE LTD,
MACRO EVENTS PTE LTD,
MAERSK SINGAPORE PTE LTD,
MSE CONSULTANTS PTE LTD,
MARINE DIESEL SERVICES PTE LTD,
MUDDY MURPHY HOLDINGS PTE LTD,
MASTERBULK PTE LTD,
METTEL ELECTRONICS PTE LTD,
MEIBAN TECHNOLOGY PTE LTD,
MASTER CRAB SEAFOOD RESTAURANT PTE LTD,
MIDLAND METALS OVERSEAS PTE LTD,
MEASUREMENT & METROLOGY (S) PTE LTD,
MINISTRY OF COMMUNICATIONS AND INFORMATION,
METRO (PTE) LTD,
MIDWEST FREIGHT & TRANSPORTATION PTE LTD,
MONTPRINT CREATIVE SERVICES,
MALLAL & NAMAZIE,
MASTER BEVERAGE INDUSTRIES PTE LTD,
MGA INTERNATIONAL PTE LTD,
MINISTRY OF FINANCE,
MERCURY CHEMICALS PTE LTD,
MEDIACORP RADIO SINGAPORE PTE LTD,
MARINE ONSHORE PTE LTD,
MULTICO MARKETING & SERVICES PTE LTD,
MERCK SHARP & DOHME ASIA PACIFIC SERVICES PTE LTD,
MARITEC PTE LTD,
MK MARINE PTE LTD,
MIDAS HOLDINGS LIMITED,
MIN HUAT AUTO PTE LTD,
MODUSLINK PTE LTD,
MFB PRODUCTS ASIA PTE LTD,
MEE SENG HANG PTE LTD,
MUKIM FINE PAPERS PTE LTD,www.mukim.biz
MENLON AGENCY PTE LTD,
MULTI WAYS EQUIPMENT PTE LTD,
MID-CONTINENT TUBULAR PTE LTD,
MECH-POWER GENERATOR PTE LTD,
MOVITEX SIGNS & SYSTEMS (S) PTE LTD,
MA BUILDERS PTE LTD,
MEDIA DEVELOPMENT AUTHORITY,
MIKASA SHOJI (IMPEX) PTE LTD,
MANDATE HOLDINGS PTE LTD,
MCS HOLDINGS PTE LTD,
MOTOR TRADERS ASSOCIATION OF SINGAPORE,None
MI TECHNOLOGIES PTE LTD,
MSA S.E. ASIA PTE LTD,
MGI N RAJAN ASSOCIATES,
MAGO MANUFACTURING & TRADING PTE LTD,
METAL ONE SINGAPORE PTE LTD,
MARITIME 24 (PTE) LTD,
MCL LAND REALTY PTE LTD,
MOBY DICK SUPPLIES PTE LTD,www.moby.com.sg
MAX LEWIS CONSULTANTS PTE LTD,www.maxlewis.com.sg
MITSUBISHI HEAVY INDUSTRIES ENGINE SYSTEM ASIA PTE LTD,
MUENCHENER RUECKVERSICHERUNGS GESELLSCHAFT,
MERCATOR LINES (S) LTD,
MAYBARU SHIPPING & TRADING PTE LTD,
MENG KIANG GARMENTS PTE LTD,
MILLENIA HOTEL PTE LTD,
MARSHAL SYSTEMS PRIVATE LIMITED,
MEKTEC CORPORATION (SINGAPORE) PTE LTD,
MICLYN EXPRESS OFFSHORE PTE LTD,
MASTERCARD ASIA/PACIFIC PTE LTD,
M-TECH AIR-CON & SECURITY ENGINEERING PTE LTD,
MALIFAX COMPUTERS (S) PTE LTD,
MALAYA OVERSEAS TRADING CO PTE LTD,
METROHM SINGAPORE PTE LTD,
MARUBENI CORPORATION,
METALL-TREAT INDUSTRIES PTE LTD,
MEIER SANITECH PTE LTD,www.meiersanitech.com
MOYA ASIA LIMITED,
MAP PLASTICS PTE LTD,
MITSUI-SOKO (SINGAPORE) PTE LTD,
MITSUBISHI CHEMICAL INFONICS PTE LTD,
MASDA CHEMICAL PTE LTD,
M.I.E. LIGHTING PTE LTD,
MEIBAN MOLD MANUFACTURE PTE LTD,
MOÃ‹T HENNESSY DIAGEO SINGAPORE PTE LTD,
MMTC TRANSNATIONAL PTE LTD,
MALAYAN DACHING CO PTE LTD,
MECHEM HYDRO-PNEUMATIC ENGRG (PTE) LTD,
MI COMMUNICATIONS PTE LTD,
MTQ CORPORATION LIMITED,
M S VENTURE PTE LTD,
MOTOR IMAGE ENTERPRISES PTE LTD,
MIN HIANG FOOD PTE LTD,
MOH SENG RUBBER INDUSTRIES (PTE) LTD,
MICROCAST PTE LTD,
MRC TRANSMARK PTE LTD,
MEIDI-YA SINGAPORE CO (PTE) LTD,
MEGA METAL PTE LTD,
MOTOROLA TRADING CENTER PTE LTD,
M1 SHOP PTE LTD,
McGALLEN & BOLDEN ASSOCIATES,
MARVELL ASIA PTE LTD,
MEGACHEM LIMITED,www.megachem.com
MERIDIONALE IMPIANTI SINGAPORE PTE LTD,
MOVA AUTOMOTIVE PTE LTD,
MANTA EQUIPMENT (S) PTE LTD,www.manta.com.sg
MARINER'S CORNER RSTNT & STEAK HOUSE,
MAXSTEEL ENTERPRISE PTE LTD,
MARITIME AND PORT AUTHORITY OF SINGAPORE,
METAX ENGINEERING CORPORATION LIMITED,
MY FIRST CLASSROOM,
MCC TRANSPORT SINGAPORE PTE LTD,
MERCURIA ENERGY TRADING PTE LTD,
MAYA WOOD INDUSTRIES PTE LTD,
MIL-COM AEROSPACE PTE LTD,
MIDEA ELECTRIC TRADING (SINGAPORE) CO PTE LTD,
MID-CONTINENT EQUIPMENT GROUP PTE LTD,
MIDFA CORPORATION PTE LTD,
MCL LAND (WARREN) PTE LTD,
MINISTRY OF NATIONAL DEVELOPMENT,
MESSE DUESSELDORF ASIA PTE LTD,
MODEC AND TOYO OFFSHORE PRODUCTION SYSTEMS PTE LTD,
MASTER CLEAN FACILITY SERVICES PTE LTD,
MEINHARDT (S) PTE LTD,
MAINLAND TROPICAL FISH FARM,
MAYFIELD & CO PTE LTD,
M-D PETROLEUM ENTERPRISES PTE LTD,
MENCAST MARINE PTE LTD,
